flow,src,src_port,dst,dst_port,feduration,total_fpackets,total_bpackets,total_fpktl,total_bpktl,min_fpktl,min_bpktl,max_fpktl,max_bpktl,mean_fpktl,mean_bpktl,std_fpktl,std_bpktl,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,std_fiat,std_biat,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,fPktsPerSecond,bPktsPerSecond,flowPktsPerSecond,flowBytesPerSecond,min_flowpktl,max_flowpktl,mean_flowpktl,std_flowpktl,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,flow_fin,flow_syn,flow_rst,flow_psh,flow_ack,flow_urg,flow_cwr,flow_ece,downUpRatio,avgPacketSize,fAvgSegmentSize,fAvgBytesPerBulk,fAvgPacketsPerBulk,fAvgBulkRate,bAvgSegmentSize,bAvgBytesPerBulk,bAvgPacketsPerBulk,bAvgBulkRate,label
192.168.0.11:51438<->172.217.166.194:443,192.168.0.11,51438,172.217.166.194,443,3.352391005,14,34,1595,30295,75,68,360,1392,113.9285714,891.0294118,76.91600242,611.193541,3.352391,3.311339,0.00539,0,2.378231,2.378231,0.257876231,0.100343606,0.654272541,0.430728991,0,0,0,0,0,0,4.176123841,10.14201504,14.31813888,9512.61352,68,1392,664.375,625.5693789,0,2.378231,0.071327468,0.353393968,0,0,0,0,0,0,0,0,0.052648952,664.375,71.92857143,676.6666667,2.357142857,0.254253612,849.0294118,0,7.676470588,0.828023794,EMAIL
192.168.0.11:49580<->52.74.13.196:443,192.168.0.11,49580,52.74.13.196,443,5.735038996,27,28,12866,10445,54,60,1490,1354,476.5185185,373.0357143,578.1151982,430.3563968,5.653383,5.647396,0,0,1.968588,1.968588,0.217437808,0.209162815,0.421703612,0.442672957,8,16,0,0,0,0,4.707901728,4.882268459,9.590170187,4064.662859,54,1490,423.8363636,506.2099829,0,1.968082,0.106204426,0.309041955,2,2,1,24,54,0,0,0,1.231785543,423.8363636,422.0740741,5602.935484,2.296296296,0.530656707,318.8928571,0,2.714285714,0.6272509,EMAIL
192.168.0.11:49581<->52.74.13.196:443,192.168.0.11,49581,52.74.13.196,443,4.017178774,14,13,5077,5361,54,60,1490,1354,362.6428571,412.3846154,516.8690665,491.0912234,3.934807,3.938994,0,0.000439,1.658188,1.658188,0.302677462,0.3282495,0.533368999,0.578749074,4,5,0,0,0,0,3.485032852,3.236101934,6.721134786,2598.340922,54,1490,386.5925926,495.5076076,0,1.657666,0.154506885,0.399270528,2,2,1,9,26,0,0,0,0.947024809,386.5925926,307.7857143,2090.529412,2.428571429,0.56043956,358.0769231,0,2.461538462,0.568047337,EMAIL
192.168.0.11:49582<->52.77.152.198:443,192.168.0.11,49582,52.77.152.198,443,3.818629026,20,33,7695,21526,54,60,1311,1354,384.75,652.3030303,520.8677855,546.0010007,3.736405,3.738323,0.000124,0,1.17291,1.17291,0.196652895,0.116822594,0.282434456,0.2349652,7,14,0,0,0,0,5.237481794,8.641844959,13.87932675,7652.222774,54,1354,551.3396226,547.4756736,0,1.172048,0.073435173,0.183913141,2,2,1,21,52,0,0,0,0.357474682,551.3396226,330.15,4809.375,1.6,0.487356322,598.1818182,0,2.333333333,0.710727969,EMAIL
192.168.0.11:49583<->52.77.152.198:443,192.168.0.11,49583,52.77.152.198,443,6.906147957,15,29,5050,24581,54,60,1310,1354,336.6666667,847.6206897,486.5267085,566.9176316,6.905449,6.820872,0.000822,0,4.878576,4.878576,0.493246357,0.243602571,1.286542692,0.955112079,5,9,0,0,0,0,2.171977793,4.199157067,6.37113486,4290.524933,54,1354,673.4318182,588.5351306,0,4.878576,0.160608093,0.751679363,0,2,0,14,43,0,0,0,0.205443229,673.4318182,281.8666667,2443.548387,2.066666667,0.363733333,793.4827586,0,4.310344828,0.75862069,EMAIL
192.168.0.11:49584<->52.74.13.196:443,192.168.0.11,49584,52.74.13.196,443,2.151973963,15,17,6891,7632,54,60,1490,1490,459.4,448.9411765,567.7037457,500.2611156,2.151974,2.054963,0,0,1.265111,1.265111,0.153712429,0.128435188,0.335594987,0.350540456,5,9,0,0,0,0,6.970344557,7.899723831,14.87006839,6748.6876,54,1490,453.84375,524.1606568,0,1.265111,0.069418516,0.234045977,0,2,0,14,31,0,0,0,0.902908805,453.84375,404.6,2650.384615,2.6,0.507317073,394.2352941,0,3.176470588,0.619799139,EMAIL
192.168.0.11:49531<->106.10.236.141:443,192.168.0.11,49531,106.10.236.141,443,0.088982105,4,5,766,457,54,60,558,122,191.5,91.4,245.2937015,21.92715212,0.088982,0.008295,0.000283,0.000382,0.083397,0.083397,0.029660667,0.00207375,0.046604643,0.002140213,2,4,0,0,0,0,44.95285878,56.19107347,101.1439323,13744.33657,54,558,135.8888889,159.9597172,0.000089,0.080315,0.01112275,0.02800712,0,0,0,6,9,0,0,0,1.676148796,135.8888889,137.5,306.4,2.5,0.5,37.4,0,3,0.6,EMAIL
192.168.0.11:58768<->172.217.24.230:443,192.168.0.11,58768,172.217.24.230,443,0.475794792,8,10,4455,2762,75,67,1392,1392,556.875,276.2,616.9020384,444.3629147,0.475795,0.430567,0.001177,0.001672,0.157556,0.157556,0.067970714,0.047840778,0.059535318,0.051167488,0,0,0,0,0,0,16.81397135,21.01746418,37.83143553,15168.3039,67,1392,400.9444444,530.8832233,0.000162,0.112,0.027987941,0.035272423,0,0,0,0,0,0,0,0,1.612961622,400.9444444,514.875,2376,1.875,0.475352113,234.2,0,2.7,0.684507042,EMAIL
192.168.0.11:49585<->52.77.152.198:443,192.168.0.11,49585,52.77.152.198,443,0.287282944,6,8,1074,4620,54,60,712,1354,179,577.5,262.9669181,568.1845777,0.287283,0.191343,0.001756,0.000719,0.095949,0.095949,0.0574566,0.027334714,0.049656454,0.043854113,2,3,0,0,0,0,20.88533317,27.8471109,48.73244407,19820.18118,54,1354,406.7142857,492.2521912,0.00009,0.095831,0.022098692,0.039527193,0,2,0,5,13,0,0,0,0.232467532,406.7142857,123,402.75,2.666666667,0.439215686,523,0,4.25,0.7,EMAIL
172.217.166.2:443<->192.168.0.11:51511,172.217.166.2,443,192.168.0.11,51511,26.858459,345,233,118017,92868,67,75,1392,1392,342.0782609,398.5751073,498.1260432,441.0639221,26.844347,26.562026,0,0.000053,1.113393,1.113393,0.078035892,0.114491491,0.150771358,0.159798203,0,0,0,0,0,0,12.8451152,8.67510679,21.52022199,7851.716289,67,1392,364.8529412,476.3617723,0,1.095506,0.046548456,0.110369241,0,0,0,0,0,0,0,0,1.270803721,364.8529412,300.0782609,28118.6913,4.197101449,0.696304431,356.5751073,0,2.527896996,0.419381304,EMAIL
52.77.152.198:443<->192.168.0.11:51687,52.77.152.198,443,192.168.0.11,51687,0.15357995,3,3,198,162,60,54,78,54,66,54,10.39230485,0,0.15358,0.054762,0.000346,0.000068,0.153234,0.153234,0.07679,0.027381,0.108108142,0.038626415,1,0,0,0,0,0,19.53379982,19.53379982,39.06759964,2344.055979,54,78,60,9.295160031,0.000049,0.098423,0.030716,0.044613014,2,0,1,1,6,0,0,0,1.222222222,60,12,148.5,1.333333333,0.444444444,0,0,2,0.666666667,EMAIL
192.168.0.11:51674<->52.77.87.5:443,192.168.0.11,51674,52.77.87.5,443,7.417922973,22,20,5422,3221,54,60,538,249,246.4545455,161.05,235.6639511,81.92003482,7.417923,7.304989,0.034829,0,2.886504,2.886504,0.353234429,0.384473105,0.624895659,0.705757285,9,19,0,0,0,0,2.965789761,2.69617251,5.661962271,1165.15095,54,538,205.7857143,182.8105158,0,2.886504,0.180924951,0.476615636,3,0,0,28,42,0,0,0,1.683328159,205.7857143,191.9090909,3976.133333,1.363636364,0.602870813,107.05,0,1.45,0.641052632,EMAIL
192.168.0.11:51658<->70.42.32.159:443,192.168.0.11,51658,70.42.32.159,443,0.344867945,1,1,54,60,54,60,54,60,54,60,0,0,0,0,1611492925,0,1611492925,1611492925,0,0,0,0,0,0,0,0,0,0,2.899660622,2.899660622,5.799321245,330.5613109,54,60,57,4.242640687,0.344868,0.344868,0.344868,0,1,0,0,0,2,0,0,0,0.9,57,0,54,1,1,6,0,1,1,EMAIL
192.168.0.11:51673<->52.74.162.2:443,192.168.0.11,51673,52.74.162.2,443,2.119889974,10,10,5813,2719,54,60,1490,765,581.3,271.9,642.5911176,317.1163299,2.117489,2.002823,0,0,0.980843,0.980843,0.235276556,0.222535889,0.31814264,0.385516879,3,6,0,0,0,0,4.717225952,4.717225952,9.434451903,4024.737182,54,1490,426.6,518.094525,0,0.980843,0.111573158,0.235473558,2,0,1,9,20,0,0,0,2.137918352,426.6,527.3,4152.142857,1.4,0.622222222,217.9,0,2,0.888888889,EMAIL
106.10.236.37:443<->192.168.0.11:443,106.10.236.37,443,192.168.0.11,51667,1,1,0,62,0,62,0,62,0,62,0,0,0,0,0,1611492925,0,1611492925,1611492925,0,0,0,0,0,0,0,0,0,0,1,1,1,62,62,62,62,0,0,0,0,0,0,1,0,0,1,0,0,0,1,62,0,0,0,0,0,0,0,0,EMAIL
192.168.0.11:51656<->106.10.236.37:443,192.168.0.11,51656,106.10.236.37,443,7.255007982,19,21,2026,24115,54,60,314,1490,106.6315789,1148.333333,104.7490178,378.5717017,7.255008,7.142678,0.00076,0,4.271108,4.271108,0.403056,0.3571339,0.995074743,1.06457818,4,18,0,0,0,0,2.618880647,2.894552294,5.513432942,3603.166263,54,1490,653.525,596.7460907,0,4.271108,0.186025846,0.693977731,3,0,0,22,40,0,0,0,0.084014099,653.525,52.63157895,1166.484848,1.736842105,0.526315789,1094.333333,0,2.142857143,0.649350649,EMAIL
192.168.0.11:51653<->180.222.102.158:443,192.168.0.11,51653,180.222.102.158,443,17.80161595,82,96,56538,10482,54,60,1490,197,689.4878049,109.1875,631.6631436,35.24689236,17.801616,17.648895,0,0,1.793696,1.793696,0.219773037,0.185777842,0.368293941,0.413212995,33,85,0,0,0,0,4.606323393,5.39276885,9.999092243,3764.826754,54,1490,376.5168539,517.1056589,0,1.793696,0.100574102,0.269808242,3,0,0,118,178,0,0,0,5.393817974,376.5168539,635.195122,29529.40127,1.914634146,0.517940544,54.9375,0,2.770833333,0.749556738,EMAIL
192.168.0.11:54044<->216.58.200.194:443,192.168.0.11,54044,216.58.200.194,443,22.85411596,109,163,11920,29933,75,67,153,711,109.3577982,183.6380368,32.66823209,112.5651428,22.854116,22.503437,0.000229,0,2.781103,2.781103,0.211612185,0.138910105,0.445149697,0.394090885,0,0,0,0,0,0,4.769381593,7.132194492,11.90157609,1831.311264,67,711,153.8713235,96.59044471,0,2.781103,0.084332531,0.298101462,0,0,0,0,0,0,0,0,0.398222697,153.8713235,67.35779817,5303.183673,2.247706422,0.420768167,141.6380368,0,3.871165644,0.724677946,EMAIL
23.215.194.118:443<->192.168.0.11:443,23.215.194.118,443,192.168.0.11,51417,7.485888958,2,0,156,0,78,0,78,0,78,0,0,0,7.485889,0,7.485889,0,7.485889,7.485889,7.485889,0,0,0,2,0,0,0,0,0,0.267169338,0,0.267169338,20.83920839,78,78,78,0,7.485889,7.485889,7.485889,0,2,0,0,2,2,0,0,0,1,78,24,0,0,0,0,0,0,0,EMAIL
192.168.0.11:55408<->202.88.149.25:53,192.168.0.11,55408,202.88.149.25,53,0.02870512,1,1,80,350,80,350,80,350,80,350,0,0,0,0,1611492926,0,1611492926,1611492926,0,0,0,0,0,0,0,0,0,0,34.83699075,34.83699075,69.67398151,14979.90602,80,350,215,190.9188309,0.028705,0.028705,0.028705,0,0,0,0,0,0,0,0,0,0.228571429,215,38,80,1,0.666666667,308,0,1,0.666666667,EMAIL
192.168.0.11:62276<->172.217.166.196:443,192.168.0.11,62276,172.217.166.196,443,23.28019405,14,21,1641,1987,75,67,254,409,117.2142857,94.61904762,65.65314284,74.0847327,23.207647,23.221257,0.000108,0,16.135538,16.135538,1.785203615,1.16106285,4.553881006,3.735188758,0,0,0,0,0,0,0.601369558,0.902054337,1.503423895,155.8406254,67,409,103.6571429,70.73020108,0,16.135538,0.684711588,2.880243913,0,0,0,0,0,0,0,0,0.825868143,103.6571429,75.21428571,998.8695652,1.642857143,0.388513514,52.61904762,0,3.095238095,0.731981982,EMAIL
192.168.0.11:51697<->49.44.152.100:443,192.168.0.11,51697,49.44.152.100,443,6.211117029,9,10,2067,2880,54,60,927,1490,229.6666667,288,329.84845,441.3411379,6.211117,6.187188,0.000387,0,5.967371,5.967371,0.776389625,0.687465333,2.097860568,1.992862442,3,4,0,0,0,0,1.44901472,1.610016355,3.059031075,796.4750909,54,1490,260.3684211,382.9386679,0,5.967371,0.345062056,1.403378483,2,2,1,7,18,0,0,0,0.717708333,260.3684211,174.3333333,885.8571429,2.333333333,0.554166667,232.8,0,2.4,0.57,EMAIL
192.168.0.11:51698<->49.44.152.100:443,192.168.0.11,51698,49.44.152.100,443,6.210777998,15,23,3199,16414,54,60,962,1490,213.2666667,713.6521739,317.2697065,700.0027668,6.210778,6.179427,0.000377,0,3.103506,3.103506,0.443627,0.280883045,1.052686766,0.8684368,4,10,0,0,0,0,2.415156363,3.703239756,6.118396119,3157.89745,54,1490,516.1315789,625.2040606,0,3.103506,0.167858865,0.669077387,2,2,1,14,37,0,0,0,0.194894602,516.1315789,157.6666667,1262.763158,2.533333333,0.425958702,659.1304348,0,4.173913043,0.701808388,EMAIL
192.168.0.11:64615<->202.88.149.25:53,192.168.0.11,64615,202.88.149.25,53,0.032958031,1,1,74,324,74,324,74,324,74,324,0,0,0,0,1611492926,0,1611492926,1611492926,0,0,0,0,0,0,0,0,0,0,30.34161841,30.34161841,60.68323681,12075.96413,74,324,199,176.7766953,0.032958,0.032958,0.032958,0,0,0,0,0,0,0,0,0,0.228395062,199,32,74,1,0.666666667,282,0,1,0.666666667,EMAIL
192.168.0.11:64615<->202.88.131.91:53,192.168.0.11,64615,202.88.131.91,53,0.092015982,1,1,74,324,74,324,74,324,74,324,0,0,0,0,1611492926,0,1611492926,1611492926,0,0,0,0,0,0,0,0,0,0,10.86767731,10.86767731,21.73535463,4325.335571,74,324,199,176.7766953,0.092016,0.092016,0.092016,0,0,0,0,0,0,0,0,0,0.228395062,199,32,74,1,0.666666667,282,0,1,0.666666667,EMAIL
192.168.0.11:59127<->172.217.166.2:443,192.168.0.11,59127,172.217.166.2,443,26.54278803,84,201,11600,172698,75,68,559,1392,138.0952381,859.1940299,128.1955978,616.8403336,26.542788,25.77637,0.00089,0,3.88609,3.88609,0.319792627,0.12888185,0.74965102,0.512146102,0,0,0,0,0,0,3.164701459,7.572678491,10.73737995,6943.430351,68,1392,646.6596491,617.4326273,0,3.88609,0.093460521,0.428498978,0,0,0,0,0,0,0,0,0.067169278,646.6596491,96.0952381,5443.575419,2.130952381,0.252734677,817.1940299,0,7.393034826,0.876826852,EMAIL
192.168.0.11:51672<->152.199.43.21:443,192.168.0.11,51672,152.199.43.21,443,6.278420925,17,13,6355,1659,54,60,660,173,373.8235294,127.6153846,310.8134962,47.84791612,6.278421,6.215096,0.000239,0,3.503598,3.503598,0.392401313,0.517924667,0.889714494,1.105788686,9,9,0,0,0,0,2.707687204,2.070584332,4.778271536,1276.435603,54,660,267.1333333,263.9036832,0,3.503598,0.216497276,0.680301982,3,0,0,18,30,0,0,0,3.830620856,267.1333333,319.8235294,3725.344828,1.705882353,0.568627451,73.61538462,0,2.230769231,0.743589744,EMAIL
192.168.0.11:51694<->119.161.10.12:443,192.168.0.11,51694,119.161.10.12,443,16.43754387,95,115,29238,116698,54,60,1490,1490,307.7684211,1014.765217,471.0096998,610.4479134,16.437544,16.332223,0,0,3.225054,3.225054,0.174867489,0.143265114,0.517752689,0.506042019,27,37,0,0,0,0,5.779452256,6.996179047,12.7756313,8878.212047,54,1490,694.9333333,653.8053683,0,3.225054,0.078648536,0.355282295,3,0,0,64,210,0,0,0,0.25054414,694.9333333,253.7684211,8960.032258,3.263157895,0.479876161,960.7652174,0,4.626086957,0.680306905,EMAIL
192.168.0.11:51669<->106.10.218.43:443,192.168.0.11,51669,106.10.218.43,443,6.277128935,21,24,2045,3243,54,60,169,353,97.38095238,135.125,51.82130468,73.74769709,6.277129,6.18533,0.040989,0,2.758922,2.758922,0.31385645,0.268927391,0.597759054,0.612921138,9,23,0,0,0,0,3.345478517,3.823404019,7.168882536,842.4233523,54,353,117.5111111,66.53011014,0,2.758922,0.142662023,0.427511242,3,0,0,32,45,0,0,0,0.630588961,117.5111111,43.38095238,1385.322581,1.476190476,0.544496487,81.125,0,1.791666667,0.660860656,EMAIL
52.77.152.198:443<->192.168.0.11:51686,52.77.152.198,443,192.168.0.11,51686,0.100742817,3,2,198,108,60,54,78,54,66,54,10.39230485,0,0.100743,0.000114,0.007571,0.000114,0.093172,0.093172,0.0503715,0.000114,0.060529048,0,1,0,0,0,0,0,29.77879803,19.85253202,49.63133004,3037.437399,54,78,61.2,9.859006035,0.000114,0.093172,0.02518575,0.045358508,2,0,1,1,5,0,0,0,1.833333333,61.2,12,118.8,1.666666667,0.595238095,0,0,1.5,0.535714286,EMAIL
192.168.0.11:65050<->202.88.149.25:53,192.168.0.11,65050,202.88.149.25,53,0.014736891,1,1,81,548,81,548,81,548,81,548,0,0,0,0,1611492926,0,1611492926,1611492926,0,0,0,0,0,0,0,0,0,0,67.85691772,67.85691772,135.7138354,42682.00124,81,548,314.5,330.2188668,0.014737,0.014737,0.014737,0,0,0,0,0,0,0,0,0,0.147810219,314.5,39,81,1,0.666666667,506,0,1,0.666666667,EMAIL
192.168.0.11:51699<->54.255.87.6:443,192.168.0.11,51699,54.255.87.6,443,6.222144127,20,15,2693,7713,54,60,576,1490,134.65,514.2,146.9641113,541.1953965,6.222144,6.138657,0.000362,0,2.995709,2.995709,0.327481263,0.4384755,0.68857654,0.880584828,8,7,0,0,0,0,3.214326057,2.410744543,5.6250706,1672.413848,54,1490,297.3142857,411.0835589,0,2.995709,0.183004235,0.529153736,3,2,0,15,34,0,0,0,0.349150784,297.3142857,80.05,1077.2,2.5,0.480769231,459.4,0,3.2,0.615384615,EMAIL
192.168.0.11:51700<->52.77.152.198:443,192.168.0.11,51700,52.77.152.198,443,0.845374822,11,14,3718,8362,54,60,1311,1354,338,597.2857143,487.8555114,577.278686,0.845375,0.760084,0.000418,0,0.195191,0.195191,0.0845375,0.058468,0.067591824,0.119527085,4,5,0,0,0,0,13.01197967,16.5607014,29.57268108,14289.5195,54,1354,483.2,544.9166603,0,0.195191,0.035223958,0.05586231,2,2,0,9,24,0,0,0,0.444630471,483.2,282.9090909,1514.740741,2.454545455,0.511363636,543,0,3.142857143,0.654761905,EMAIL
192.168.0.11:51675<->152.199.40.143:443,192.168.0.11,51675,152.199.40.143,443,6.075656176,7,3,552,374,54,60,148,157,78.85714286,124.6666667,42.64359495,56.00297611,6.075656,6.021491,0.051144,1.814657,4.070096,4.070096,1.012609333,3.0107455,1.572871118,1.691524578,2,2,0,0,0,0,1.152138929,0.493773827,1.645912756,152.4115212,54,157,92.6,48.97890702,0.000073,4.070096,0.675072889,1.341842767,3,0,0,4,10,0,0,0,1.475935829,92.6,24.85714286,483,1.142857143,0.672268908,70.66666667,0,1,0.588235294,EMAIL
52.77.87.5:443<->192.168.0.11:443,52.77.87.5,443,192.168.0.11,51677,24.32359386,3,0,198,0,66,0,66,0,66,0,0,0,24.323594,0,8.332697,0,15.990897,15.990897,12.161797,0,5.415165152,0,0,0,0,0,0,0,0.123337037,0,0.123337037,8.140244455,66,66,66,0,8.332697,15.990897,12.161797,5.415165152,0,3,0,0,3,0,0,0,1,66,0,0,0,0,0,0,0,0,EMAIL
192.168.0.11:58837<->202.88.149.25:53,192.168.0.11,58837,202.88.149.25,53,0.018621207,1,1,83,495,83,495,83,495,83,495,0,0,0,0,1611492926,0,1611492926,1611492926,0,0,0,0,0,0,0,0,0,0,53.70221168,53.70221168,107.4044234,31039.87835,83,495,289,291.3279938,0.018621,0.018621,0.018621,0,0,0,0,0,0,0,0,0,0.167676768,289,41,83,1,0.666666667,453,0,1,0.666666667,EMAIL
192.168.0.11:51701<->52.74.13.196:443,192.168.0.11,51701,52.74.13.196,443,3.111032962,17,16,5239,10223,54,60,1490,1354,308.1764706,638.9375,481.4266864,572.9164533,3.00913,3.009957,0,0,1.825397,1.825397,0.188070625,0.2006638,0.44556642,0.461100599,4,6,0,0,0,0,5.464422977,5.142986331,10.60740931,4970.053416,54,1490,468.5454545,545.8247825,0,1.82522,0.097219781,0.322989956,2,2,1,10,32,0,0,0,0.512471877,468.5454545,253.4705882,2873,1.823529412,0.547058824,584.6875,0,2.125,0.6375,EMAIL
192.168.0.11:51702<->69.174.120.20:443,192.168.0.11,51702,69.174.120.20,443,5.131693124,10,8,2806,2501,54,60,1490,1490,280.6,312.625,455.9842103,487.5893874,5.130939,4.95155,0,0.000787,4.594726,4.594726,0.570104333,0.707364286,1.510430172,1.782437959,3,4,0,0,0,0,1.948674591,1.558939673,3.507614264,1034.161605,54,1490,294.8333333,456.331697,0,4.594726,0.301864294,1.107446964,2,2,1,7,17,0,0,0,1.12195122,294.8333333,225.4,1275.454545,2.2,0.591044776,257.625,0,2.125,0.570895522,EMAIL
192.168.0.11:56848<->202.88.149.25:53,192.168.0.11,56848,202.88.149.25,53,0.012418986,1,1,73,280,73,280,73,280,73,280,0,0,0,0,1611492927,0,1611492927,1611492927,0,0,0,0,0,0,0,0,0,0,80.52187191,80.52187191,161.0437438,28424.22079,73,280,176.5,146.3711037,0.012419,0.012419,0.012419,0,0,0,0,0,0,0,0,0,0.260714286,176.5,31,73,1,0.666666667,238,0,1,0.666666667,EMAIL
192.168.0.11:51703<->106.10.218.155:443,192.168.0.11,51703,106.10.218.155,443,5.147891998,16,15,5864,6122,54,60,1490,1490,366.5,408.1333333,509.6079539,535.379287,5.147892,5.066321,0,0,4.400799,4.400799,0.3431928,0.361880071,1.126486314,1.260142265,6,7,0,0,0,0,3.108068313,2.913814044,6.021882357,2328.331675,54,1490,386.6451613,513.8662957,0,4.276289,0.1715964,0.778660889,3,2,0,13,30,0,0,0,0.95785691,386.6451613,311.75,1443.446154,4.0625,0.49777668,353.3333333,0,4.466666667,0.547299078,EMAIL
192.168.0.11:64868<->202.88.149.25:53,192.168.0.11,64868,202.88.149.25,53,0.016743898,1,1,84,336,84,336,84,336,84,336,0,0,0,0,1611492927,0,1611492927,1611492927,0,0,0,0,0,0,0,0,0,0,59.72324963,59.72324963,119.4464993,25083.76484,84,336,210,178.1909089,0.016744,0.016744,0.016744,0,0,0,0,0,0,0,0,0,0.25,210,42,84,1,0.666666667,294,0,1,0.666666667,EMAIL
192.168.0.11:51704<->104.123.216.96:443,192.168.0.11,51704,104.123.216.96,443,4.69368887,8,9,1973,1714,54,60,883,665,246.625,190.4444444,334.0979059,212.6911559,4.69323,4.680216,0.000621,0.000508,4.559483,4.559483,0.670461429,0.585027,1.715001149,1.617277721,3,4,0,0,0,0,1.704416339,1.917468381,3.62188472,785.5228802,54,883,216.8823529,268.865413,0.000049,4.559483,0.293355563,1.137677019,2,2,1,7,16,0,0,0,1.151108518,216.8823529,191.125,686.2608696,2.875,0.493686869,135.1111111,0,3.444444444,0.591470258,EMAIL
192.168.0.11:51705<->205.185.216.10:443,192.168.0.11,51705,205.185.216.10,443,4.830417156,11,14,2947,4073,54,60,966,1490,267.9090909,290.9285714,363.2347601,399.8321695,4.827053,4.649934,0.00033,0,2.325893,2.325893,0.4827053,0.357687231,0.718013711,0.732072649,4,7,0,0,0,0,2.277236033,2.898300405,5.175536438,1453.290632,54,1490,280.8,376.4369137,0,2.325893,0.201267375,0.505378494,2,2,1,11,24,0,0,0,0.723545298,280.8,211.7272727,2493.615385,1.181818182,0.579322638,236.0714286,0,1.642857143,0.805322129,EMAIL
192.168.0.11:52504<->202.88.149.25:53,192.168.0.11,52504,202.88.149.25,53,0.024759054,1,1,83,546,83,546,83,546,83,546,0,0,0,0,1611492927,0,1611492927,1611492927,0,0,0,0,0,0,0,0,0,0,40.38926528,40.38926528,80.77853055,25404.84786,83,546,314.5,327.3904397,0.024759,0.024759,0.024759,0,0,0,0,0,0,0,0,0,0.152014652,314.5,41,83,1,0.666666667,504,0,1,0.666666667,EMAIL
192.168.0.11:51706<->69.174.120.14:443,192.168.0.11,51706,69.174.120.14,443,4.701388121,13,11,2628,8466,54,60,714,1490,202.1538462,769.6363636,267.0420835,655.3848141,4.70096,4.61349,0.000348,0.000329,2.396221,2.396221,0.391746667,0.461349,0.779883273,0.932904667,4,7,0,0,0,0,2.765140777,2.339734503,5.10487528,2359.728598,54,1490,462.25,554.422163,0.000048,2.396221,0.204408174,0.586055254,2,2,1,11,23,0,0,0,0.310418143,462.25,147.2307692,1178.068966,2.230769231,0.546310832,714.9090909,0,2.272727273,0.556586271,EMAIL
49.44.154.214:443<->192.168.0.11:51671,49.44.154.214,443,192.168.0.11,51671,0.030194998,5,2,351,108,60,54,93,54,70.2,54,14.93987952,0,0.030195,0.00604,0,0.00604,0.030195,0.030195,0.00754875,0.00604,0.0150975,0,2,0,0,0,0,0,165.5903405,66.2361362,231.8264767,15201.19326,54,93,65.57142857,14.53567041,0,0.024035,0.0050325,0.00961479,3,0,0,2,7,0,0,0,3.25,65.57142857,16.2,117,3,0.75,0,0,1.5,0.375,EMAIL
192.168.0.11:51707<->205.185.216.10:443,192.168.0.11,51707,205.185.216.10,443,3.922335148,25,50,3338,55729,54,60,783,1490,133.52,1114.58,214.5178936,597.1061195,3.92189,3.740731,0.000421,0,2.91298,2.91298,0.163412083,0.076341449,0.590147814,0.442021223,4,7,0,0,0,0,6.373754169,12.74750834,19.12126251,15059.1415,54,1490,787.56,683.947134,0,2.91298,0.053004527,0.339968053,2,2,1,11,74,0,0,0,0.059897002,787.56,79.04,810.1941748,4.12,0.266839378,1060.34,0,12.16,0.787564767,EMAIL
69.174.120.20:443<->192.168.0.11:51689,69.174.120.20,443,192.168.0.11,51689,0.520947218,3,3,198,162,60,54,78,54,66,54,10.39230485,0,0.520947,0.436333,0.000662,0.000111,0.520285,0.520285,0.2604735,0.2181665,0.367428947,0.308377045,1,0,0,0,0,0,5.758740802,5.758740802,11.5174816,691.0488962,54,78,60,9.295160031,0.000044,0.436222,0.1041894,0.189112059,2,0,1,1,6,0,0,0,1.222222222,60,12,148.5,1.333333333,0.666666667,0,0,1.333333333,0.666666667,EMAIL
69.174.120.20:443<->192.168.0.11:51690,69.174.120.20,443,192.168.0.11,51690,0.527981997,3,3,198,162,60,54,78,54,66,54,10.39230485,0,0.527982,0.433194,0.001263,0.000058,0.526719,0.526719,0.263991,0.216597,0.371553501,0.306232391,1,0,0,0,0,0,5.682011919,5.682011919,11.36402384,681.8414303,54,78,60,9.295160031,0.000058,0.433136,0.1055964,0.187475534,2,0,1,1,6,0,0,0,1.222222222,60,12,148.5,1.333333333,0.666666667,0,0,1.333333333,0.666666667,EMAIL
